"","x"
"1",324
"2",167
"3",129
"4",418
"5",299
"6",270
"7",187
"8",307
"9",85
"10",277
"11",362
"12",330
"13",263
"14",329
"15",79
"16",213
"17",37
"18",105
"19",217
"20",366
"21",165
"22",290
"23",425
"24",382
"25",89
"26",289
"27",340
"28",326
"29",424
"30",42
"31",111
"32",404
"33",20
"34",44
"35",377
"36",343
"37",70
"38",121
"39",40
"40",172
"41",25
"42",375
"43",248
"44",198
"45",378
"46",39
"47",298
"48",280
"49",160
"50",14
"51",130
"52",45
"53",22
"54",206
"55",230
"56",193
"57",371
"58",104
"59",408
"60",255
"61",401
"62",391
"63",103
"64",331
"65",13
"66",296
"67",417
"68",176
"69",345
"70",279
"71",110
"72",84
"73",359
"74",29
"75",141
"76",252
"77",221
"78",108
"79",304
"80",33
"81",384
"82",149
"83",287
"84",102
"85",145
"86",422
"87",400
"88",339
"89",118
"90",346
"91",357
"92",107
"93",64
"94",224
"95",373
"96",316
"97",51
"98",363
"99",414
"100",138
"101",433
"102",431
"103",282
"104",143
"105",285
"106",170
"107",48
"108",204
"109",295
"110",24
"111",181
"112",214
"113",370
"114",225
"115",163
"116",43
"117",1
"118",413
"119",78
"120",284
"121",116
"122",233
"123",293
"124",61
"125",86
"126",365
"127",428
"128",300
"129",49
"130",242
"131",246
"132",247
"133",239
"134",219
"135",135
"136",405
"137",403
"138",348
"139",53
"140",385
"141",65
"142",432
"143",124
"144",77
"145",218
"146",98
"147",194
"148",19
"149",273
"150",31
"151",174
"152",237
"153",75
"154",16
"155",397
"156",265
"157",92
"158",122
"159",152
"160",336
"161",207
"162",249
"163",387
"164",229
"165",140
"166",126
"167",386
"168",315
"169",333
"170",323
"171",327
"172",212
"173",127
"174",133
"175",41
"176",36
"177",349
"178",335
"179",264
"180",106
"181",238
"182",234
"183",185
"184",88
"185",117
"186",297
"187",435
"188",352
"189",50
"190",80
"191",30
"192",93
"193",266
"194",72
"195",430
"196",317
"197",164
"198",291
"199",168
"200",415
"201",306
"202",184
"203",199
"204",268
"205",100
"206",113
"207",228
"208",398
"209",73
"210",27
"211",261
"212",15
"213",253
"214",38
"215",62
"216",134
"217",132
"218",35
"219",125
"220",99
"221",292
"222",294
"223",223
"224",71
"225",153
"226",286
"227",419
"228",28
"229",338
"230",148
"231",318
"232",423
"233",406
"234",60
"235",380
"236",208
"237",240
"238",210
"239",12
"240",244
"241",305
"242",402
"243",337
"244",26
"245",356
"246",302
"247",325
"248",251
"249",311
"250",394
"251",209
"252",358
"253",342
"254",269
"255",82
"256",97
"257",235
"258",250
"259",56
"260",412
"261",201
"262",101
"263",196
"264",283
"265",2
"266",232
"267",131
"268",308
"269",166
"270",183
"271",156
"272",320
"273",319
"274",180
"275",83
"276",151
"277",68
"278",341
"279",328
"280",393
"281",74
"282",309
"283",376
"284",139
"285",361
"286",202
"287",90
"288",354
"289",112
"290",159
"291",177
"292",395
"293",81
"294",227
"295",142
"296",374
"297",3
"298",128
"299",157
"300",4
"301",150
"302",388
"303",262
"304",256
"305",211
"306",272
"307",23
"308",205
"309",188
"310",169
"311",260
"312",353
"313",119
"314",216
"315",241
"316",334
"317",383
"318",322
"319",429
"320",161
"321",254
"322",18
"323",410
"324",390
"325",276
"326",91
"327",369
"328",32
"329",95
"330",389
"331",332
"332",372
"333",190
"334",52
"335",411
"336",313
"337",21
"338",278
"339",421
"340",259
"341",360
"342",314
"343",257
"344",59
"345",310
"346",368
"347",245
"348",58
