"","x"
"1",1017
"2",8004
"3",4775
"4",4050
"5",1301
"6",1799
"7",8229
"8",1129
"9",878
"10",7845
"11",5922
"12",6526
"13",5071
"14",2900
"15",7075
"16",4650
"17",2159
"18",3476
"19",1948
"20",2580
"21",1530
"22",7289
"23",4633
"24",6519
"25",4344
"26",1222
"27",2858
"28",5400
"29",526
"30",1069
"31",5522
"32",8214
"33",5838
"34",5862
"35",6337
"36",5491
"37",7494
"38",1791
"39",4939
"40",465
"41",7976
"42",3863
"43",8276
"44",1895
"45",3101
"46",3990
"47",6877
"48",6764
"49",1328
"50",6473
"51",6995
"52",858
"53",6763
"54",316
"55",733
"56",6273
"57",4907
"58",5051
"59",2330
"60",6429
"61",3992
"62",1706
"63",501
"64",6655
"65",536
"66",6881
"67",7507
"68",7514
"69",3747
"70",5163
"71",29
"72",1942
"73",4934
"74",1820
"75",2281
"76",1966
"77",4182
"78",5603
"79",5742
"80",5939
"81",6956
"82",6902
"83",2866
"84",219
"85",532
"86",3123
"87",6611
"88",2178
"89",5936
"90",7233
"91",5932
"92",4455
"93",2153
"94",1148
"95",1101
"96",1242
"97",1218
"98",4115
"99",418
"100",6563
"101",867
"102",4499
"103",3821
"104",5897
"105",818
"106",4730
"107",664
"108",719
"109",500
"110",3045
"111",6816
"112",6373
"113",8159
"114",3598
"115",3700
"116",5136
"117",785
"118",6789
"119",7131
"120",8053
"121",1572
"122",4401
"123",1833
"124",2461
"125",4225
"126",309
"127",7892
"128",4078
"129",7146
"130",3189
"131",470
"132",1360
"133",1822
"134",1790
"135",8066
"136",3144
"137",4686
"138",5048
"139",455
"140",6500
"141",7793
"142",3306
"143",6217
"144",8207
"145",4158
"146",4486
"147",5987
"148",8371
"149",5447
"150",6809
"151",8174
"152",4096
"153",6887
"154",4084
"155",2110
"156",1172
"157",797
"158",8352
"159",4072
"160",5057
"161",7452
"162",5388
"163",2762
"164",1265
"165",7812
"166",8302
"167",2265
"168",2156
"169",6415
"170",5390
"171",7151
"172",5458
"173",5729
"174",1760
"175",5704
"176",5685
"177",4664
"178",4075
"179",5474
"180",7525
"181",4212
"182",3070
"183",5353
"184",7439
"185",462
"186",6443
"187",2283
"188",4049
"189",6657
"190",1498
"191",2221
"192",3937
"193",5203
"194",8189
"195",4503
"196",6468
"197",7888
"198",2033
"199",731
"200",4281
"201",7783
"202",7039
"203",8038
"204",2813
"205",5300
"206",6608
"207",7842
"208",3805
"209",4589
"210",4771
"211",3914
"212",966
"213",2492
"214",1191
"215",6193
"216",2017
"217",5591
"218",3774
"219",5793
"220",291
"221",3979
"222",4749
"223",247
"224",2482
"225",6885
"226",3388
"227",8311
"228",3418
"229",7024
"230",2984
"231",2722
"232",2884
"233",56
"234",7193
"235",934
"236",3153
"237",7640
"238",4425
"239",8109
"240",4590
"241",5854
"242",8141
"243",7883
"244",2966
"245",3552
"246",2152
"247",5123
"248",7347
"249",6803
"250",4257
"251",2432
"252",6580
"253",127
"254",4356
"255",717
"256",4156
"257",5953
"258",2496
"259",6632
"260",4277
"261",5630
"262",5253
"263",5738
"264",1452
"265",7715
"266",7545
"267",7447
"268",3997
"269",8259
"270",4387
"271",676
"272",1993
"273",8355
"274",4707
"275",5795
"276",148
"277",4246
"278",121
"279",169
"280",598
"281",1491
"282",4204
"283",2815
"284",2578
"285",1580
"286",5543
"287",3869
"288",1115
"289",6308
"290",3616
"291",3551
"292",4147
"293",2167
"294",2513
"295",8267
"296",6195
"297",1783
"298",6525
"299",436
"300",2137
"301",6037
"302",533
"303",6735
"304",6003
"305",4092
"306",1381
"307",2752
"308",5592
"309",846
"310",5191
"311",5504
"312",6459
"313",8295
"314",8327
"315",3486
"316",3565
"317",570
"318",5391
"319",7794
"320",6976
"321",1926
"322",5666
"323",1813
"324",7681
"325",2833
"326",7885
"327",5694
"328",8249
"329",7981
"330",8185
"331",5288
"332",1858
"333",5161
"334",4729
"335",7560
"336",7928
"337",281
"338",4063
"339",7060
"340",7918
"341",8273
"342",724
"343",2053
"344",1354
"345",492
"346",6164
"347",3255
"348",8202
"349",5199
"350",1949
"351",514
"352",6017
"353",6972
"354",2117
"355",4666
"356",7641
"357",1253
"358",2016
"359",5416
"360",2189
"361",2841
"362",132
"363",6186
"364",5094
"365",1659
"366",2802
"367",2181
"368",6068
"369",7361
"370",6438
"371",4846
"372",1421
"373",2312
"374",6321
"375",2643
"376",5040
"377",1839
"378",5724
"379",5488
"380",3505
"381",7731
"382",1838
"383",1766
"384",5259
"385",1544
"386",6871
"387",7869
"388",320
"389",4948
"390",4211
"391",3525
"392",1474
"393",6597
"394",6540
"395",6595
"396",8283
"397",4978
"398",6990
"399",3917
"400",6303
"401",8086
"402",2543
"403",5880
"404",2018
"405",8246
"406",5914
"407",109
"408",3760
"409",6663
"410",5744
"411",2587
"412",753
"413",8322
"414",7935
"415",393
"416",648
"417",7254
"418",4141
"419",7046
"420",7923
"421",4208
"422",5147
"423",5036
"424",4318
"425",6410
"426",4254
"427",8254
"428",2822
"429",1937
"430",8153
"431",3789
"432",5046
"433",2778
"434",6530
"435",8021
"436",7343
"437",3940
"438",4396
"439",3333
"440",6103
"441",7334
"442",1139
"443",4436
"444",6236
"445",4508
"446",5772
"447",99
"448",7684
"449",3200
"450",3822
"451",6989
"452",5763
"453",2542
"454",4879
"455",7805
"456",3042
"457",1190
"458",1459
"459",5117
"460",1776
"461",116
"462",2948
"463",7360
"464",3157
"465",1749
"466",1326
"467",1847
"468",1232
"469",1018
"470",8084
"471",383
"472",728
"473",3349
"474",771
"475",2906
"476",5207
"477",484
"478",4599
"479",6449
"480",3222
"481",3887
"482",2563
"483",2800
"484",6256
"485",6456
"486",3588
"487",1700
"488",58
"489",3380
"490",1509
"491",4801
"492",3183
"493",2021
"494",4438
"495",5717
"496",6521
"497",6235
"498",2170
"499",4140
"500",8264
"501",1803
"502",1414
"503",3120
"504",1124
"505",313
"506",6790
"507",2004
"508",5352
"509",822
"510",6625
"511",5480
"512",5131
"513",3787
"514",3382
"515",6869
"516",7915
"517",81
"518",3328
"519",8275
"520",3126
"521",2194
"522",5235
"523",5663
"524",2796
"525",6472
"526",2775
"527",7174
"528",1401
"529",7995
"530",435
"531",6394
"532",5605
"533",3330
"534",1786
"535",3360
"536",234
"537",4392
"538",4411
"539",3926
"540",8279
"541",5643
"542",4813
"543",1779
"544",8291
"545",7656
"546",5318
"547",3471
"548",2615
"549",4278
"550",6697
"551",61
"552",5468
"553",6716
"554",4606
"555",1089
"556",649
"557",7999
"558",1861
"559",8244
"560",5482
"561",2114
"562",5733
"563",6943
"564",6389
"565",7374
"566",2649
"567",7853
"568",7833
"569",2992
"570",3452
"571",3797
"572",4549
"573",6079
"574",1177
"575",17
"576",7358
"577",1057
"578",3706
"579",6440
"580",7123
"581",2257
"582",6292
"583",1525
"584",3415
"585",6420
"586",4720
"587",5809
"588",2079
"589",8261
"590",795
"591",7009
"592",5569
"593",573
"594",3037
"595",3298
"596",2744
"597",7716
"598",6036
"599",6485
"600",3558
"601",7732
"602",4568
"603",2351
"604",6228
"605",7666
"606",3651
"607",6740
"608",4898
"609",2298
"610",6266
"611",1871
"612",1694
"613",5034
"614",5005
"615",5328
"616",363
"617",3236
"618",624
"619",7454
"620",7535
"621",6493
"622",3932
"623",2573
"624",1267
"625",8290
"626",7970
"627",4690
"628",7741
"629",3329
"630",6906
"631",6084
"632",2373
"633",702
"634",6254
"635",7204
"636",1378
"637",959
"638",4378
"639",2273
"640",8281
"641",1489
"642",7539
"643",397
"644",6450
"645",5031
"646",3044
"647",6471
"648",8213
"649",8329
"650",7520
"651",744
"652",564
"653",5217
"654",7601
"655",7580
"656",8217
"657",4574
"658",5693
"659",1592
"660",8114
"661",2290
"662",3482
"663",3459
"664",5327
"665",5287
"666",87
"667",4313
"668",5633
"669",860
"670",5620
"671",6134
"672",2446
"673",628
"674",2399
"675",5368
"676",1104
"677",1493
"678",7880
"679",6604
"680",4062
"681",7840
"682",1518
"683",4784
"684",2811
"685",1473
"686",2572
"687",4572
"688",4364
"689",7924
"690",4402
"691",8079
"692",6152
"693",5174
"694",671
"695",4933
"696",6284
"697",7198
"698",2569
"699",8282
"700",4745
"701",6505
"702",2551
"703",128
"704",3497
"705",7211
"706",3350
"707",8113
"708",1435
"709",7210
"710",102
"711",3644
"712",5750
"713",7255
"714",4066
"715",5443
"716",3004
"717",3457
"718",2370
"719",5331
"720",2678
"721",2973
"722",453
"723",2402
"724",4585
"725",6138
"726",3468
"727",8231
"728",6050
"729",815
"730",574
"731",4109
"732",7463
"733",644
"734",7238
"735",7689
"736",48
"737",3437
"738",7513
"739",7120
"740",1174
"741",7578
"742",7040
"743",2608
"744",3854
"745",5877
"746",1529
"747",4358
"748",1590
"749",7368
"750",4693
"751",3352
"752",835
"753",2280
"754",7461
"755",1550
"756",4123
"757",6733
"758",2899
"759",8132
"760",1821
"761",7786
"762",4165
"763",5107
"764",601
"765",1759
"766",718
"767",2107
"768",4343
"769",1019
"770",2020
"771",3924
"772",543
"773",5243
"774",7897
"775",296
"776",5144
"777",5853
"778",1930
"779",4557
"780",764
"781",5566
"782",1734
"783",8035
"784",122
"785",3047
"786",498
"787",1043
"788",376
"789",4562
"790",8032
"791",6101
"792",2734
"793",919
"794",7983
"795",1487
"796",6109
"797",5248
"798",5999
"799",8016
"800",5661
"801",6085
"802",1366
"803",4673
"804",7025
"805",854
"806",525
"807",1814
"808",6912
"809",2490
"810",8342
"811",108
"812",4137
"813",2145
"814",8351
"815",3862
"816",6945
"817",4221
"818",3018
"819",2285
"820",4435
"821",2056
"822",396
"823",2507
"824",144
"825",1835
"826",3733
"827",5254
"828",3290
"829",252
"830",2504
"831",2069
"832",3591
"833",4963
"834",2346
"835",4897
"836",5726
"837",6277
"838",133
"839",7878
"840",1641
"841",386
"842",6652
"843",1802
"844",290
"845",770
"846",5756
"847",7500
"848",902
"849",2158
"850",8024
"851",4297
"852",487
"853",7379
"854",8036
"855",8085
"856",7730
"857",5814
"858",3254
"859",5209
"860",8007
"861",908
"862",3363
"863",1800
"864",3714
"865",4286
"866",8156
"867",2362
"868",457
"869",991
"870",6320
"871",3130
"872",4222
"873",583
"874",7790
"875",4279
"876",647
"877",4007
"878",2732
"879",8034
"880",3807
"881",7354
"882",3586
"883",1620
"884",7348
"885",3129
"886",5435
"887",553
"888",1780
"889",1864
"890",8356
"891",1443
"892",5238
"893",7445
"894",7200
"895",1787
"896",2037
"897",4030
"898",3408
"899",1031
"900",8212
"901",4330
"902",3027
"903",7770
"904",2531
"905",3417
"906",7756
"907",7636
"908",1587
"909",8139
"910",1651
"911",3402
"912",6818
"913",5776
"914",5195
"915",6067
"916",6787
"917",1630
"918",6422
"919",672
"920",5527
"921",2136
"922",7691
"923",5148
"924",4488
"925",151
"926",5133
"927",1524
"928",4085
"929",786
"930",3946
"931",827
"932",4418
"933",8196
"934",3635
"935",4876
"936",1418
"937",2616
"938",6444
"939",2684
"940",633
"941",6167
"942",4678
"943",776
"944",2839
"945",3213
"946",7462
"947",7419
"948",1131
"949",4333
"950",1890
"951",3976
"952",7723
"953",1203
"954",5334
"955",5271
"956",4404
"957",6404
"958",2997
"959",3835
"960",3160
"961",7765
"962",6398
"963",5319
"964",8260
"965",4630
"966",3384
"967",186
"968",7286
"969",4407
"970",2019
"971",2400
"972",4485
"973",6708
"974",2548
"975",7667
"976",1967
"977",7504
"978",8009
"979",347
"980",4490
"981",6557
"982",589
"983",5305
"984",6583
"985",2161
"986",8118
"987",4210
"988",8270
"989",1216
"990",2395
"991",231
"992",1774
"993",7724
"994",1792
"995",5053
"996",1584
"997",129
"998",2424
"999",3145
"1000",5757
"1001",3939
"1002",7838
"1003",2792
"1004",314
"1005",4324
"1006",689
"1007",823
"1008",1866
"1009",8056
"1010",3773
"1011",407
"1012",2524
"1013",5024
"1014",8145
"1015",280
"1016",3579
"1017",6476
"1018",7034
"1019",1210
"1020",517
"1021",4255
"1022",3793
"1023",3590
"1024",669
"1025",851
"1026",3547
"1027",3393
"1028",2625
"1029",3465
"1030",5702
"1031",3520
"1032",7532
"1033",6314
"1034",793
"1035",703
"1036",324
"1037",3529
"1038",7241
"1039",235
"1040",3641
"1041",1575
"1042",3390
"1043",6948
"1044",2106
"1045",787
"1046",1591
"1047",1373
"1048",7720
"1049",2320
"1050",5251
"1051",6569
"1052",5988
"1053",660
"1054",5006
"1055",1038
"1056",6574
"1057",4065
"1058",7568
"1059",3969
"1060",64
"1061",2924
"1062",4579
"1063",2131
"1064",920
"1065",7556
"1066",626
"1067",8184
"1068",306
"1069",6850
"1070",5607
"1071",5502
"1072",4884
"1073",4558
"1074",2680
"1075",4848
"1076",2506
"1077",6293
"1078",375
"1079",5920
"1080",284
"1081",6940
"1082",1863
"1083",2308
"1084",7257
"1085",1950
"1086",3237
"1087",416
"1088",3210
"1089",2605
"1090",4759
"1091",6008
"1092",1313
"1093",4973
"1094",3127
"1095",1355
"1096",1108
"1097",6996
"1098",4023
"1099",8200
"1100",7523
"1101",2223
"1102",3085
"1103",7173
"1104",2111
"1105",8320
"1106",7709
"1107",4206
"1108",3729
"1109",6849
"1110",1198
"1111",4400
"1112",5512
"1113",384
"1114",6776
"1115",5330
"1116",7835
"1117",4270
"1118",5846
"1119",8258
"1120",5943
"1121",7304
"1122",452
"1123",6222
"1124",7618
"1125",1611
"1126",5165
"1127",6544
"1128",153
"1129",3451
"1130",8252
"1131",3781
"1132",479
"1133",4844
"1134",6171
"1135",1922
"1136",352
"1137",6190
"1138",1492
"1139",6598
"1140",197
"1141",5843
"1142",4083
"1143",7784
"1144",369
"1145",2389
"1146",5863
"1147",1876
"1148",4186
"1149",4064
"1150",5671
"1151",2664
"1152",7303
"1153",779
"1154",5589
"1155",635
"1156",4365
"1157",3647
"1158",1812
"1159",249
"1160",2038
"1161",8144
"1162",101
"1163",3665
"1164",520
"1165",5670
"1166",8101
"1167",7460
"1168",5016
"1169",7240
"1170",7795
"1171",8168
"1172",650
"1173",4110
"1174",4779
"1175",6096
"1176",4014
"1177",5531
"1178",617
"1179",6145
"1180",4676
"1181",2599
"1182",5881
"1183",1846
"1184",7191
"1185",4223
"1186",3327
"1187",3680
"1188",8172
"1189",1428
"1190",7031
"1191",4105
"1192",8045
"1193",4944
"1194",5361
"1195",1247
"1196",3338
"1197",2465
"1198",5864
"1199",2577
"1200",909
"1201",7411
"1202",5337
"1203",4754
"1204",1600
"1205",3033
"1206",4600
"1207",586
"1208",2622
"1209",4253
"1210",6025
"1211",812
"1212",2480
"1213",5956
"1214",1562
"1215",1653
"1216",4582
"1217",338
"1218",5667
"1219",2737
"1220",5845
"1221",8166
"1222",6512
"1223",206
"1224",5470
"1225",3137
"1226",5847
"1227",442
"1228",5687
"1229",5879
"1230",4777
"1231",4842
"1232",2267
"1233",6919
"1234",590
"1235",4640
"1236",7900
"1237",1372
"1238",7496
"1239",6775
"1240",6063
"1241",6081
"1242",817
"1243",2823
"1244",2045
"1245",220
"1246",2904
"1247",7095
"1248",7030
"1249",6517
"1250",6558
"1251",5413
"1252",4952
"1253",6584
"1254",7692
"1255",5672
"1256",5227
"1257",2214
"1258",4637
"1259",1647
"1260",552
"1261",3663
"1262",6581
"1263",522
"1264",611
"1265",217
"1266",7380
"1267",8194
"1268",4819
"1269",2493
"1270",3063
"1271",6712
"1272",6554
"1273",8133
"1274",2512
"1275",6239
"1276",3631
"1277",6515
"1278",6531
"1279",6603
"1280",271
"1281",6467
"1282",1299
"1283",2871
"1284",4900
"1285",6799
"1286",7484
"1287",4171
"1288",5957
"1289",4893
"1290",8029
"1291",4733
"1292",5281
"1293",27
"1294",561
"1295",5910
"1296",6448
"1297",5921
"1298",2672
"1299",2724
"1300",4578
"1301",4385
"1302",2937
"1303",4240
"1304",2464
"1305",4292
"1306",1747
"1307",3766
"1308",8378
"1309",8253
"1310",251
"1311",5061
"1312",888
"1313",3115
"1314",7278
"1315",2693
"1316",5912
"1317",3531
"1318",7553
"1319",1598
"1320",213
"1321",3564
"1322",8363
"1323",5575
"1324",4997
"1325",5934
"1326",8316
"1327",1088
"1328",4721
"1329",2761
"1330",1161
"1331",859
"1332",3572
"1333",1071
"1334",6348
"1335",15
"1336",503
"1337",3927
"1338",2095
"1339",2541
"1340",6628
"1341",5466
"1342",2439
"1343",5857
"1344",2864
"1345",979
"1346",3152
"1347",7261
"1348",4151
"1349",2284
"1350",7216
"1351",610
"1352",7185
"1353",490
"1354",6226
"1355",2116
"1356",656
"1357",8376
"1358",2022
"1359",4327
"1360",3702
"1361",6693
"1362",5135
"1363",7036
"1364",5176
"1365",1252
"1366",2826
"1367",6572
"1368",8346
"1369",3188
"1370",7438
"1371",5167
"1372",2391
"1373",7659
"1374",7425
"1375",413
"1376",203
"1377",7247
"1378",6660
"1379",5226
"1380",1546
"1381",1037
"1382",2469
"1383",6722
"1384",139
"1385",1259
"1386",5189
"1387",1436
"1388",7203
"1389",4901
"1390",6387
"1391",4103
"1392",8030
"1393",4895
"1394",4814
"1395",8367
"1396",1654
"1397",427
"1398",863
"1399",7357
"1400",3199
"1401",4362
"1402",1716
"1403",7642
"1404",582
"1405",576
"1406",1817
"1407",3114
"1408",5159
"1409",6349
"1410",225
"1411",2956
"1412",3060
"1413",6247
"1414",5578
"1415",185
"1416",8018
"1417",2426
"1418",4609
"1419",5770
"1420",5797
"1421",7237
"1422",245
"1423",5937
"1424",7802
"1425",3679
"1426",2888
"1427",3842
"1428",6727
"1429",4711
"1430",2928
"1431",450
"1432",7288
"1433",665
"1434",5086
"1435",1670
"1436",5692
"1437",614
"1438",3313
"1439",1090
