"","x"
"1",324
"2",167
"3",129
"4",299
"5",270
"6",187
"7",307
"8",85
"9",277
"10",330
"11",263
"12",329
"13",79
"14",213
"15",37
"16",105
"17",217
"18",165
"19",290
"20",89
"21",289
"22",340
"23",326
"24",359
"25",42
"26",111
"27",20
"28",44
"29",70
"30",121
"31",40
"32",172
"33",25
"34",248
"35",198
"36",39
"37",298
"38",280
"39",160
"40",14
"41",130
"42",45
"43",22
"44",206
"45",230
"46",193
"47",104
"48",255
"49",322
"50",103
"51",13
"52",296
"53",352
"54",176
"55",279
"56",110
"57",84
"58",29
"59",141
"60",252
"61",221
"62",108
"63",304
"64",33
"65",327
"66",149
"67",287
"68",102
"69",145
"70",118
"71",107
"72",64
"73",224
"74",319
"75",51
"76",308
"77",350
"78",138
"79",366
"80",282
"81",143
"82",285
"83",170
"84",48
"85",204
"86",24
"87",181
"88",214
"89",225
"90",163
"91",43
"92",1
"93",311
"94",78
"95",116
"96",233
"97",61
"98",86
"99",313
"100",49
"101",242
"102",246
"103",247
"104",239
"105",219
"106",135
"107",343
"108",342
"109",294
"110",53
"111",328
"112",65
"113",341
"114",295
"115",353
"116",124
"117",250
"118",77
"119",218
"120",98
"121",194
"122",19
"123",17
"124",162
"125",203
"126",31
"127",314
"128",99
"129",174
"130",147
"131",237
"132",75
"133",16
"134",338
"135",9
"136",50
"137",92
"138",122
"139",152
"140",291
"141",207
"142",345
"143",367
"144",223
"145",351
"146",293
"147",140
"148",126
"149",357
"150",274
"151",236
"152",15
"153",258
"154",257
"155",195
"156",201
"157",301
"158",267
"159",127
"160",133
"161",41
"162",362
"163",159
"164",117
"165",72
"166",36
"167",269
"168",208
"169",157
"170",297
"171",292
"172",259
"173",106
"174",185
"175",88
"176",205
"177",197
"178",212
"179",273
"180",80
"181",30
"182",93
"183",216
"184",284
"185",331
"186",275
"187",164
"188",168
"189",317
"190",281
"191",264
"192",100
"193",113
"194",339
"195",73
"196",27
"197",355
"198",316
"199",38
"200",62
"201",134
"202",132
"203",35
"204",125
"205",241
"206",251
"207",254
"208",71
"209",153
"210",243
"211",354
"212",28
"213",169
"214",148
"215",276
"216",210
"217",344
"218",60
"219",200
"220",183
"221",325
"222",12
"223",363
"224",189
"225",256
"226",249
"227",26
"228",305
"229",226
"230",323
"231",271
"232",283
"233",158
"234",228
"235",171
"236",220
"237",82
"238",97
"239",179
"240",192
"241",56
"242",196
"243",321
"244",161
"245",91
"246",332
"247",190
"248",240
"249",261
"250",288
"251",101
"252",146
"253",238
"254",2
"255",3
"256",262
"257",286
"258",245
"259",348
"260",150
"261",55
"262",69
"263",232
"264",303
"265",136
"266",278
"267",81
"268",360
"269",90
"270",306
"271",131
"272",83
"273",177
"274",23
"275",68
"276",300
"277",253
"278",57
"279",52
"280",139
"281",34
"282",166
"283",74
"284",347
"285",151
"286",333
"287",202
"288",156
"289",310
"290",87
"291",11
"292",318
"293",231
"294",312
